"Repo","Abbreviation","WorkshopId","SkymodsRevisionKey","SkymodsNewestOrdinal","SkymodsIsCurrentRevision","SkymodsRawDisplayedTime","SkymodsNormalizedUtcTime","SkymodsDownloadUrl","Category","VerificationPriority","FirstPassRecommended","RelatedSteamEventCount","RelatedSteamEventKeys","RelatedGitCommitCount","RelatedGitCommitShas","Reason","ContentDownloaded","ContentVerified"
"Special-World","SW","2875587269","2875587269|117","117","False","28 Sep, 2023 at 22:23 UTC","2023-09-28 22:23","https://modsbase.com/9n7f97sdrxq2/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|359","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|118","118","False","6 Aug, 2023 at 22:10 UTC","2023-08-06 22:10","https://modsbase.com/i3af0s2hg5y1/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|368","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|119","119","False","31 Jul, 2023 at 21:09 UTC","2023-07-31 21:09","https://modsbase.com/95qb2eddfa25/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|371","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|120","120","False","27 Jul, 2023 at 17:21 UTC","2023-07-27 17:21","https://modsbase.com/lye0dzvthfpi/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|372","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|121","121","False","3 Jul, 2023 at 02:24 UTC","2023-07-03 02:24","https://modsbase.com/ltedci12ibo1/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|374","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|122","122","False","29 Jun, 2023 at 15:57 UTC","2023-06-29 15:57","https://modsbase.com/yv1wgdypt4j5/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|375","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|123","123","False","23 Jun, 2023 at 00:38 UTC","2023-06-23 00:38","https://modsbase.com/q5t39e9pj8o3/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|379","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|124","124","False","20 Jun, 2023 at 21:24 UTC","2023-06-20 21:24","https://modsbase.com/wil5to90o2pb/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|383","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|125","125","False","16 Jun, 2023 at 16:40 UTC","2023-06-16 16:40","https://modsbase.com/wv0stcgru12w/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|387","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|126","126","False","13 Jun, 2023 at 15:07 UTC","2023-06-13 15:07","https://modsbase.com/82rwm37wh6t0/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|389","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|127","127","False","11 Jun, 2023 at 17:34 UTC","2023-06-11 17:34","https://modsbase.com/vgk2a1r4w61h/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|391","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|128","128","False","5 Jun, 2023 at 19:00 UTC","2023-06-05 19:00","https://modsbase.com/wsmnx6bpnn9k/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|397","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|129","129","False","22 May, 2023 at 20:05 UTC","2023-05-22 20:05","https://modsbase.com/pmq0w1wgaalw/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|399","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|130","130","False","25 Apr, 2023 at 15:28 UTC","2023-04-25 15:28","https://modsbase.com/tqixgp9760uo/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|410","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|131","131","False","4 Apr, 2023 at 17:07 UTC","2023-04-04 17:07","https://modsbase.com/i8182g9upxbk/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|413","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|132","132","False","9 Mar, 2023 at 21:53 UTC","2023-03-09 21:53","https://modsbase.com/84d9qmp3nbiw/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|415","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|133","133","False","5 Mar, 2023 at 19:12 UTC","2023-03-05 19:12","https://modsbase.com/q3o0rng5nkf7/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|417","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|134","134","False","28 Feb, 2023 at 03:27 UTC","2023-02-28 03:27","https://modsbase.com/qynnluf1h1z3/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|421","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|135","135","False","17 Feb, 2023 at 19:28 UTC","2023-02-17 19:28","https://modsbase.com/ueqxuhstex9y/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|423","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|136","136","False","6 Feb, 2023 at 23:02 UTC","2023-02-06 23:02","https://modsbase.com/aeudplocy4d1/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|424","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|137","137","False","5 Feb, 2023 at 18:35 UTC","2023-02-05 18:35","https://modsbase.com/vsn28kn0g1pf/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|426","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|138","138","False","1 Feb, 2023 at 18:32 UTC","2023-02-01 18:32","https://modsbase.com/sgd6d3zyejys/2875587269_A_Special_World___40_MA__UBP___MB__COW3__MA-MSB__RICE_and_More_Compatch__41_.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|432","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|139","139","False","1 Feb, 2023 at 00:23 UTC","2023-02-01 00:23","https://modsbase.com/mah4w59d9l1b/2875587269_Medieval_Arts__Unique_Buldings___40_Tweaked__41___More_Bookmarks___RICE_and_more_Merged.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|436","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|140","140","False","26 Jan, 2023 at 00:12 UTC","2023-01-26 00:12","https://modsbase.com/lp9q1jq2quzu/2875587269_Medieval_Arts__Unique_Buldings___40_Tweaked__41___More_Bookmarks___RICE_and_more_Merged.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|444","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|141","141","False","24 Jan, 2023 at 23:39 UTC","2023-01-24 23:39","https://modsbase.com/s3x2dyon2jwx/2875587269_Medieval_Arts__Unique_Buldings___40_Tweaked__41___More_Bookmarks___RICE_and_more_Merged.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|445","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|142","142","False","23 Jan, 2023 at 07:46 UTC","2023-01-23 07:46","https://modsbase.com/ek7i612wh8na/2875587269_Medieval_Arts__Unique_Buldings___40_Tweaked__41___More_Bookmarks___RICE_and_more_Merged.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|446","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|143","143","False","17 Jan, 2023 at 22:10 UTC","2023-01-17 22:10","https://modsbase.com/8jt7ai9fqhar/2875587269_Medieval_Arts__Unique_Buldings___40_Tweaked__41___More_Bookmarks___RICE_and_more_Merged.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|451","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|144","144","False","15 Jan, 2023 at 22:17 UTC","2023-01-15 22:17","https://modsbase.com/0310w9r73lz0/2875587269_Medieval_Arts__Unique_Buldings___40_Tweaked__41___More_Bookmarks___RICE_and_more_Merged.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|453","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|145","145","False","9 Jan, 2023 at 15:51 UTC","2023-01-09 15:51","https://modsbase.com/eczoc8hcoa9v/2875587269_Medieval_Arts__Unique_Buldings___40_Tweaked__41___More_Bookmarks___RICE_and_more_Merged.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|454","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|146","146","False","2 Jan, 2023 at 18:14 UTC","2023-01-02 18:14","https://modsbase.com/i9a63ezh2upd/2875587269_Medieval_Arts__Unique_Buldings___40_Tweaked__41___More_Bookmarks___RICE_and_more_Merged.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|456","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|147","147","False","24 Dec, 2022 at 03:01 UTC","2022-12-24 03:01","https://modsbase.com/ldh03n60e73g/2875587269_Medieval_Arts__Unique_Buldings___40_Tweaked__41___More_Bookmarks___RICE_and_more_Merged.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|458","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|148","148","False","6 Dec, 2022 at 18:16 UTC","2022-12-06 18:16","https://modsbase.com/ns8tk0xardf5/2875587269_Medieval_Arts__Unique_Buldings___40_Tweaked__41___More_Bookmarks___RICE_and_more_Merged.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|459","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|149","149","False","1 Dec, 2022 at 01:16 UTC","2022-12-01 01:16","https://modsbase.com/cik0si0whr0t/2875587269_Medieval_Arts__Unique_Buldings___40_Tweaked__41___More_Bookmarks___RICE_and_more_Merged.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|460","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|150","150","False","28 Nov, 2022 at 17:30 UTC","2022-11-28 17:30","https://modsbase.com/zyg1xdol5kod/2875587269_Medieval_Arts___Unique_Buldings_____RICE___Merge___Tweak.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|463","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Special-World","SW","2875587269","2875587269|151","151","False","18 Oct, 2022 at 00:39 UTC","2022-10-18 00:39","https://modsbase.com/rc3v5ac70c0o/2875587269_Medieval_Arts___Unique_Buldings___-_Merge___Tweak.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","2875587269|465","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Turkic-World-Expanded","TWE","3668769244","3668769244|1","1","True","1 May at 20:48 UTC","2026-05-01 20:48","https://modsbase.com/4fd28fedw2eo/3668769244_Turkic_World_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3668769244|1","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Turkic-World-Expanded","TWE","3668769244","3668769244|2","2","False","7 Mar at 19:16 UTC","2026-03-07 19:16","https://modsbase.com/ovqru76fiz8w/3668769244_Turkic_World_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3668769244|2","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Western-Steppe-Expanded","WSE","3490396842","3490396842|3","3","False","17 Dec, 2025 at 11:04 UTC","2025-12-17 11:04","https://modsbase.com/sixx0q27g0qn/3490396842_Western_Steppe_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3490396842|7","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Western-Steppe-Expanded","WSE","3490396842","3490396842|4","4","False","1 Dec, 2025 at 19:48 UTC","2025-12-01 19:48","https://modsbase.com/eqyt1p6kemuc/3490396842_Western_Steppe_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3490396842|8","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Western-Steppe-Expanded","WSE","3490396842","3490396842|5","5","False","18 Nov, 2025 at 15:25 UTC","2025-11-18 15:25","https://modsbase.com/2enkyrhgxhto/3490396842_Western_Steppe_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3490396842|10","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Western-Steppe-Expanded","WSE","3490396842","3490396842|6","6","False","31 Oct, 2025 at 21:18 UTC","2025-10-31 21:18","https://modsbase.com/urorc681o7fg/3490396842_Western_Steppe_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3490396842|12","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Western-Steppe-Expanded","WSE","3490396842","3490396842|7","7","False","28 Oct, 2025 at 19:57 UTC","2025-10-28 19:57","https://modsbase.com/e4jj87ocpiqu/3490396842_Western_Steppe_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3490396842|13","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Western-Steppe-Expanded","WSE","3490396842","3490396842|8","8","False","30 Sep, 2025 at 18:36 UTC","2025-09-30 18:36","https://modsbase.com/92tbtrhp0akr/3490396842_Western_Steppe_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3490396842|14","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Western-Steppe-Expanded","WSE","3490396842","3490396842|9","9","False","14 Sep, 2025 at 20:38 UTC","2025-09-14 20:38","https://modsbase.com/i0i8uclx0uh4/3490396842_Western_Steppe_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3490396842|15","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
"Western-Steppe-Expanded","WSE","3490396842","3490396842|10","10","False","9 Sep, 2025 at 17:10 UTC","2025-09-09 17:10","https://modsbase.com/5ttnw94x2om8/3490396842_Western_Steppe_Expanded.zip.html","RECOVERY_CANDIDATE","P4_RECOVERY_LATER","False","1","3490396842|16","0","","temporally-aligned-skymods-revision-without-git-candidate","False","False"
