"EventKey","Repo","Abbreviation","WorkshopId","SteamNewestOrdinal","SteamRawDisplayedTime","SteamNormalizedFetchedTime","SteamVersionText","SkymodsRevisionKey","SkymodsNewestOrdinal","SkymodsIsCurrentRevision","SkymodsRawDisplayedTime","SkymodsNormalizedUtcTime","SkymodsDownloadUrl","CalendarDayDelta","ObservedOffsetHours","RoundedWholeHourOffset","SameMinute","WholeHourOffset","OffsetClusterEligible","IsDominantOffsetMatch","TemporalPairStatus"
"2220098919|34","Community-Flavor-Pack","CFP","2220098919","34","4 Apr, 2023 @ 1:29pm","2023-04-04 13:29","Version 3.1.11","2220098919|28","28","False","4 Apr, 2023 at 20:29 UTC","2023-04-04 20:29","https://modsbase.com/ll87k8m0ubzx/2220098919_Community_Flavor_Pack.zip.html","0","7","7","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|35","Community-Flavor-Pack","CFP","2220098919","35","4 Mar, 2023 @ 7:59am","2023-03-04 07:59","Version 3.1.10","2220098919|29","29","False","4 Mar, 2023 at 15:59 UTC","2023-03-04 15:59","https://modsbase.com/y2yrq544ck0h/2220098919_Community_Flavor_Pack.zip.html","0","8","8","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|36","Community-Flavor-Pack","CFP","2220098919","36","3 Mar, 2023 @ 12:47am","2023-03-03 00:47","Version 3.1.9","2220098919|29","29","False","4 Mar, 2023 at 15:59 UTC","2023-03-04 15:59","https://modsbase.com/y2yrq544ck0h/2220098919_Community_Flavor_Pack.zip.html","1","39,2","","False","False","False","False","WEAK_TIME_CANDIDATE"
"2220098919|37","Community-Flavor-Pack","CFP","2220098919","37","1 Dec, 2022 @ 11:47am","2022-12-01 11:47","Version 3.1.8","2220098919|30","30","False","1 Dec, 2022 at 19:47 UTC","2022-12-01 19:47","https://modsbase.com/7gxtw6nlvf1s/2220098919_Community_Flavor_Pack.zip.html","0","8","8","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|38","Community-Flavor-Pack","CFP","2220098919","38","20 Nov, 2022 @ 2:36am","2022-11-20 02:36","Version 3.1.7","2220098919|31","31","False","20 Nov, 2022 at 10:36 UTC","2022-11-20 10:36","https://modsbase.com/2wmfdy6u059k/2220098919_Community_Flavor_Pack.zip.html","0","8","8","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|39","Community-Flavor-Pack","CFP","2220098919","39","1 Nov, 2022 @ 7:22am","2022-11-01 07:22","Version 3.1.6","2220098919|32","32","False","1 Nov, 2022 at 14:22 UTC","2022-11-01 14:22","https://modsbase.com/w9brr2fxzeta/2220098919_Community_Flavor_Pack.zip.html","0","7","7","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|40","Community-Flavor-Pack","CFP","2220098919","40","8 Sep, 2022 @ 12:19pm","2022-09-08 12:19","Version 3.1.5","2220098919|33","33","False","8 Sep, 2022 at 19:19 UTC","2022-09-08 19:19","https://modsbase.com/k587vxj3hhrj/2220098919_Community_Flavor_Pack.zip.html","0","7","7","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|41","Community-Flavor-Pack","CFP","2220098919","41","3 Aug, 2022 @ 1:23am","2022-08-03 01:23","Version 3.1.4","2220098919|34","34","False","3 Aug, 2022 at 08:23 UTC","2022-08-03 08:23","https://modsbase.com/37ysuz6k8pf0/2220098919_Community_Flavor_Pack.zip.html","0","7","7","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|42","Community-Flavor-Pack","CFP","2220098919","42","21 Jun, 2022 @ 7:04am","2022-06-21 07:04","Version 3.1.3","2220098919|35","35","False","21 Jun, 2022 at 14:04 UTC","2022-06-21 14:04","https://modsbase.com/ose44lp1y44b/2220098919_Community_Flavor_Pack.zip.html","0","7","7","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|43","Community-Flavor-Pack","CFP","2220098919","43","7 Jun, 2022 @ 3:11am","2022-06-07 03:11","Version 3.1.2","2220098919|36","36","False","7 Jun, 2022 at 10:11 UTC","2022-06-07 10:11","https://modsbase.com/7brdh0803bz0/2220098919_Community_Flavor_Pack.zip.html","0","7","7","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|44","Community-Flavor-Pack","CFP","2220098919","44","7 Jun, 2022 @ 1:49am","2022-06-07 01:49","Version 3.1.2","2220098919|36","36","False","7 Jun, 2022 at 10:11 UTC","2022-06-07 10:11","https://modsbase.com/7brdh0803bz0/2220098919_Community_Flavor_Pack.zip.html","0","8,37","","False","False","False","False","WEAK_TIME_CANDIDATE"
"2220098919|45","Community-Flavor-Pack","CFP","2220098919","45","1 Jun, 2022 @ 10:21am","2022-06-01 10:21","Version 3.1.1","2220098919|37","37","False","1 Jun, 2022 at 17:21 UTC","2022-06-01 17:21","https://modsbase.com/6n3wpd3upger/2220098919_Community_Flavor_Pack.zip.html","0","7","7","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|45","Community-Flavor-Pack","CFP","2220098919","45","1 Jun, 2022 @ 10:21am","2022-06-01 10:21","Version 3.1.1","2220098919|38","38","False","31 May, 2022 at 16:32 UTC","2022-05-31 16:32","https://modsbase.com/lm5ecx0usaxq/2220098919_Community_Flavor_Pack.zip.html","-1","-17,82","","False","False","False","False","WEAK_TIME_CANDIDATE"
"2220098919|46","Community-Flavor-Pack","CFP","2220098919","46","1 Jun, 2022 @ 10:09am","2022-06-01 10:09","Version 3.1.1","2220098919|37","37","False","1 Jun, 2022 at 17:21 UTC","2022-06-01 17:21","https://modsbase.com/6n3wpd3upger/2220098919_Community_Flavor_Pack.zip.html","0","7,2","","False","False","False","False","WEAK_TIME_CANDIDATE"
"2220098919|46","Community-Flavor-Pack","CFP","2220098919","46","1 Jun, 2022 @ 10:09am","2022-06-01 10:09","Version 3.1.1","2220098919|38","38","False","31 May, 2022 at 16:32 UTC","2022-05-31 16:32","https://modsbase.com/lm5ecx0usaxq/2220098919_Community_Flavor_Pack.zip.html","-1","-17,62","","False","False","False","False","WEAK_TIME_CANDIDATE"
"2220098919|47","Community-Flavor-Pack","CFP","2220098919","47","31 May, 2022 @ 9:32am","2022-05-31 09:32","Version 3.1.0","2220098919|37","37","False","1 Jun, 2022 at 17:21 UTC","2022-06-01 17:21","https://modsbase.com/6n3wpd3upger/2220098919_Community_Flavor_Pack.zip.html","1","31,82","","False","False","False","False","WEAK_TIME_CANDIDATE"
"2220098919|47","Community-Flavor-Pack","CFP","2220098919","47","31 May, 2022 @ 9:32am","2022-05-31 09:32","Version 3.1.0","2220098919|38","38","False","31 May, 2022 at 16:32 UTC","2022-05-31 16:32","https://modsbase.com/lm5ecx0usaxq/2220098919_Community_Flavor_Pack.zip.html","0","7","7","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|48","Community-Flavor-Pack","CFP","2220098919","48","16 May, 2022 @ 6:07am","2022-05-16 06:07","Version 3.0.9","2220098919|39","39","False","16 May, 2022 at 13:07 UTC","2022-05-16 13:07","https://modsbase.com/qq73xoephwcs/2220098919_Community_Flavor_Pack.zip.html","0","7","7","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|49","Community-Flavor-Pack","CFP","2220098919","49","28 Apr, 2022 @ 3:52am","2022-04-28 03:52","Version 3.0.8","2220098919|40","40","False","28 Apr, 2022 at 10:52 UTC","2022-04-28 10:52","https://modsbase.com/4njj2pzbhocw/2220098919_Community_Flavor_Pack.zip.html","0","7","7","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|50","Community-Flavor-Pack","CFP","2220098919","50","17 Apr, 2022 @ 3:50am","2022-04-17 03:50","Version 3.0.7","2220098919|41","41","False","17 Apr, 2022 at 10:50 UTC","2022-04-17 10:50","https://modsbase.com/xpm4v6bd0xy5/2220098919_Community_Flavor_Pack.zip.html","0","7","7","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|51","Community-Flavor-Pack","CFP","2220098919","51","10 Mar, 2022 @ 9:53am","2022-03-10 09:53","Version 3.0.6","2220098919|42","42","False","10 Mar, 2022 at 17:53 UTC","2022-03-10 17:53","https://modsbase.com/w99551x686hy/2220098919_Community_Flavor_Pack.zip.html","0","8","8","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|52","Community-Flavor-Pack","CFP","2220098919","52","7 Mar, 2022 @ 8:14am","2022-03-07 08:14","Version 3.0.5","2220098919|43","43","False","7 Mar, 2022 at 16:14 UTC","2022-03-07 16:14","https://modsbase.com/bbw0fiwg5eci/2220098919_Community_Flavor_Pack.zip.html","0","8","8","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|53","Community-Flavor-Pack","CFP","2220098919","53","22 Feb, 2022 @ 9:42am","2022-02-22 09:42","Version 3.0.4","2220098919|44","44","False","22 Feb, 2022 at 17:42 UTC","2022-02-22 17:42","https://modsbase.com/c70rh0sil5cv/2220098919_Community_Flavor_Pack.zip.html","0","8","8","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|54","Community-Flavor-Pack","CFP","2220098919","54","19 Feb, 2022 @ 7:35am","2022-02-19 07:35","Version 3.0.3","2220098919|45","45","False","19 Feb, 2022 at 15:35 UTC","2022-02-19 15:35","https://modsbase.com/qa7hrswbryh2/2220098919_Community_Flavor_Pack.zip.html","0","8","8","True","True","True","True","BIDIRECTIONAL_UNIQUE"
"2220098919|55","Community-Flavor-Pack","CFP","2220098919","55","13 Feb, 2022 @ 1:16am","2022-02-13 01:16","Version 3.0.2","2220098919|46","46","False","13 Feb, 2022 at 09:16 UTC","2022-02-13 09:16","https://modsbase.com/ol6bncyd7ip1/2220098919_Community_Flavor_Pack.zip.html","0","8","8","True","True","True","True","BIDIRECTIONAL_UNIQUE"
